"","police_event_information_date_time_received","long","lat"
"398",2025-05-08 00:07:59,-86.7491789,36.0416121
"399",2025-05-08 00:09:10,-86.7388771,36.0925653
"400",2025-05-08 00:11:30,-86.647199,36.0836597
"401",2025-05-08 00:18:51,-85.6907733,35.2426646
"402",2025-05-08 00:22:20,-86.7203187,36.0686024
"403",2025-05-08 00:23:01,-86.7724728,36.040878
"404",2025-05-08 00:27:27,-86.7114545,36.2722491
"405",2025-05-08 00:28:32,-86.725401,36.0745994
"406",2025-05-08 00:29:19,-86.7724728,36.040878
"407",2025-05-08 00:31:45,-86.7262793,36.0795492
"408",2025-05-08 00:36:17,-86.7218967,36.0804154
"409",2025-05-08 00:36:32,-86.6715948,36.0597177
"410",2025-05-08 00:37:09,-86.8009214,36.038292
"411",2025-05-08 00:40:02,-86.7210578,36.0818907
"412",2025-05-08 00:51:17,-86.7403664,36.1014101
"413",2025-05-08 00:52:49,-86.7285154,36.0784584
"414",2025-05-08 00:53:45,-86.8006308,36.2343946
"415",2025-05-08 00:55:06,-86.7285154,36.0784584
"416",2025-05-08 00:56:09,-86.6001145,36.0487599
"417",2025-05-08 01:00:20,-86.6311659,36.0679997
"418",2025-05-08 01:03:06,-86.7249167,36.0750181
"419",2025-05-08 01:06:22,-86.7376457,36.0960831
"420",2025-05-08 01:12:40,-86.6606392,36.0984741
"421",2025-05-08 01:13:26,-86.7244456,36.0711334
"422",2025-05-08 01:14:46,-86.759419,36.2285049
"423",2025-05-08 01:23:25,-86.6416626,36.0705189
"424",2025-05-08 01:25:35,-86.6803444,36.0469902
"425",2025-05-08 01:28:27,-86.6986306,36.04554
"426",2025-05-08 01:31:52,-86.761749,35.9805462
"427",2025-05-08 01:48:36,-86.6922277,36.1849133
"428",2025-05-08 01:58:43,-86.7404395,36.2386641
"429",2025-05-08 02:00:36,-86.6922277,36.1849133
"430",2025-05-08 02:06:05,-86.7733362,36.1100596
"431",2025-05-08 02:22:44,-86.6124163,36.0507618
"432",2025-05-08 02:24:56,-86.7404395,36.2386641
"433",2025-05-08 02:28:56,-86.8783152,36.3506228
"434",2025-05-08 02:30:47,-86.0909045,35.8229925
"435",2025-05-08 02:40:27,-86.6775064,36.1079881
"436",2025-05-08 02:40:32,-86.6425617,36.0548749
"437",2025-05-08 02:43:25,-86.6413851,36.07768
"438",2025-05-08 02:46:16,-86.7366082,36.1482458
"439",2025-05-08 20:26:49,-86.8308628,36.2657269
"440",2025-05-08 22:07:25,-86.6729996,36.1063001
"441",2025-05-08 22:07:43,-86.6975995,36.1165765
"442",2025-05-08 22:12:53,-86.6312469,36.0674514
"443",2025-05-08 22:14:49,-86.6260738,36.0626114
"444",2025-05-08 22:16:57,-86.648584,36.0868039
"445",2025-05-08 22:17:31,-86.7157279,36.1246478
"446",2025-05-08 22:18:52,-86.7332492,36.1390697
"447",2025-05-08 22:22:20,-86.6704552,36.0588631
"448",2025-05-08 22:26:25,-86.697242,36.043535
"449",2025-05-08 22:33:19,-86.6617747,36.075533
"450",2025-05-08 22:36:55,-86.7724728,36.040878
"451",2025-05-08 22:41:18,-86.6425431,36.0625215
"452",2025-05-08 22:47:59,-86.7545817,36.1295981
"453",2025-05-08 22:51:15,-86.754967,36.1301218
"454",2025-05-08 22:51:49,-86.7609437,36.1391012
"455",2025-05-08 22:54:32,-86.644656,36.0518117
"456",2025-05-08 22:58:06,-86.7429334,36.1107635
"457",2025-05-08 23:01:44,-86.8858253,36.1355882
"458",2025-05-08 23:03:26,-86.8875798,36.1421738
"459",2025-05-08 23:09:37,-86.8212475,36.2012073
"460",2025-05-08 23:18:13,-86.684887,36.0686929
"461",2025-05-08 23:26:25,-86.8291472,36.2026585
"462",2025-05-08 23:30:26,-86.8291472,36.2026585
