"","police_event_information_date_time_received","long","lat"
"483",2025-05-09 00:40:01,-86.6736927,36.1052661
"484",2025-05-09 00:48:28,-86.7768273,36.1059132
"485",2025-05-09 00:50:02,-86.7249167,36.0750181
"486",2025-05-09 00:50:58,-86.6284444,36.0647879
"487",2025-05-09 01:00:31,-86.7147446,36.1294464
"488",2025-05-09 01:20:17,-86.6775064,36.1079881
"489",2025-05-09 01:25:19,-86.6775064,36.1079881
"490",2025-05-09 01:26:25,-86.7147446,36.1294464
"491",2025-05-09 01:27:58,-86.7114545,36.0769945
"492",2025-05-09 01:34:23,-86.747118,36.1146022
"493",2025-05-09 01:37:08,-86.6642916,36.0714924
"494",2025-05-09 01:38:22,-86.747118,36.1146022
"495",2025-05-09 01:40:37,-86.6588835,36.0724834
"496",2025-05-09 01:41:50,-86.7170258,36.0629072
"497",2025-05-09 01:42:24,-86.7499148,36.1112424
"498",2025-05-09 01:43:30,-86.6597706,36.0995168
"499",2025-05-09 01:49:44,-86.7451877,36.1109273
"500",2025-05-09 01:50:55,-86.7724728,36.040878
"501",2025-05-09 01:54:59,-86.7403664,36.1014101
"502",2025-05-09 01:57:52,-86.6721271,36.0599692
"503",2025-05-09 02:00:12,-86.6715948,36.0597177
"504",2025-05-09 02:02:50,-86.7236646,36.0809321
"505",2025-05-09 02:03:11,-86.7724728,36.040878
"506",2025-05-09 02:03:45,-86.6838914,36.0690967
"507",2025-05-09 02:04:35,-86.7664801,36.0831673
"508",2025-05-09 02:05:21,-86.8009214,36.038292
"509",2025-05-09 02:08:12,-86.7150589,36.0452142
"510",2025-05-09 02:11:28,-86.8009214,36.038292
"511",2025-05-09 02:21:30,-86.6715948,36.0597177
"512",2025-05-09 02:21:50,-86.7724728,36.040878
"513",2025-05-09 02:23:45,-86.7333882,36.0775436
"514",2025-05-09 02:23:49,-86.7197458,36.04561
"515",2025-05-09 02:31:29,-86.765376,36.0399739
"516",2025-05-09 02:36:27,-86.6775064,36.1079881
"517",2025-05-09 02:39:53,-86.7058469,36.0455818
"518",2025-05-09 02:42:25,-86.7132497,36.0453766
"519",2025-05-09 02:44:27,-86.6775064,36.1079881
"520",2025-05-09 02:46:26,-86.7152543,36.254971
"521",2025-05-09 02:46:43,-86.6958213,36.1275408
"522",2025-05-09 02:49:59,-86.7058469,36.0455818
"523",2025-05-09 02:55:02,-86.7622192,36.1675992
"524",2025-05-09 03:03:42,-86.7255081,36.0771563
"525",2025-05-09 03:04:26,-86.64298,36.0783198
"526",2025-05-09 03:14:16,-86.6530326,36.0940301
"527",2025-05-09 03:15:55,-86.7377742,36.0957455
"528",2025-05-09 03:23:41,-86.6729996,36.1063001
"529",2025-05-09 03:28:48,-87.116841,36.6093233
"530",2025-05-09 03:29:17,-86.6964401,36.1243016
"531",2025-05-09 03:34:40,-86.6768042,36.1078669
"532",2025-05-09 03:48:29,-86.6385818,36.0744004
"533",2025-05-09 22:05:18,-86.6959238,36.0868257
"534",2025-05-09 22:13:47,-86.722833,36.080547
"535",2025-05-09 22:21:52,-86.6775064,36.1079881
"536",2025-05-09 22:26:48,-86.6923919,36.0870732
"537",2025-05-09 22:29:07,-86.7058456,36.0841535
"538",2025-05-09 22:29:08,-86.88113,36.138535
"539",2025-05-09 22:33:39,-86.6562578,36.2568948
"540",2025-05-09 22:33:57,-86.7179338,36.0803628
"541",2025-05-09 22:34:57,-86.7065433,36.0835808
"542",2025-05-09 22:39:37,-86.7815906,36.2308371
"543",2025-05-09 22:42:30,-86.625991,36.22563
"544",2025-05-09 22:44:44,-86.7452151,36.0785895
"545",2025-05-09 22:47:27,-86.8831311,36.137506
"546",2025-05-09 22:47:39,-85.6907733,35.2426646
"547",2025-05-09 22:48:43,-86.722463,36.0804385
"548",2025-05-09 22:49:33,-86.7186558,36.0803052
"549",2025-05-09 22:55:13,-86.8588545,36.1499242
"550",2025-05-09 22:55:14,-86.6442609,36.251313
"551",2025-05-09 22:55:22,-86.6993519,36.1174867
"552",2025-05-09 22:55:35,-86.722225,36.0807675
"553",2025-05-09 22:55:56,-86.7249167,36.0750181
"554",2025-05-09 23:02:44,-86.7226694,36.0807735
"555",2025-05-09 23:03:41,-86.8069698,36.1718363
"556",2025-05-09 23:03:55,-86.659342,36.09764
"557",2025-05-09 23:04:50,-86.7578091,36.0813801
"558",2025-05-09 23:07:01,-86.7251073,36.0773629
"559",2025-05-09 23:09:25,-86.659385,36.0986086
"560",2025-05-09 23:12:14,-86.7105738,36.2666284
"561",2025-05-09 23:14:23,-86.7566745,36.0813019
"562",2025-05-09 23:19:38,-85.6907733,35.2426646
"563",2025-05-09 23:20:29,-86.6385818,36.0744004
"564",2025-05-09 23:22:20,-86.7151479,36.2544911
"565",2025-05-09 23:25:23,-86.7249167,36.0750181
"566",2025-05-09 23:25:45,-86.6222897,36.2134875
"567",2025-05-09 23:26:16,-86.7056286,36.0839343
"568",2025-05-09 23:26:36,-86.6385818,36.0744004
"569",2025-05-09 23:30:50,-86.7204366,36.2487713
"570",2025-05-09 23:31:49,-86.6241025,36.2171614
"571",2025-05-09 23:32:07,-85.6907733,35.2426646
"572",2025-05-09 23:33:05,-86.7249167,36.0750181
"573",2025-05-09 23:33:15,-86.6736927,36.1052661
"574",2025-05-09 23:33:33,-86.722463,36.0804385
"575",2025-05-09 23:34:25,-86.6253392,36.061941
"576",2025-05-09 23:37:22,-86.722463,36.0804385
"577",2025-05-09 23:39:10,-86.758723,36.082073
"578",2025-05-09 23:39:43,-86.720437,36.248425
"579",2025-05-09 23:40:22,-86.7249167,36.0750181
"580",2025-05-09 23:42:08,-86.659385,36.0986086
"581",2025-05-09 23:45:00,-85.6907733,35.2426646
"582",2025-05-09 23:45:32,-86.7206582,36.2507202
"583",2025-05-09 23:50:59,-86.6814904,36.0926206
"584",2025-05-09 23:52:10,-86.5976563,36.0358931
"585",2025-05-09 23:53:12,-86.7404395,36.2386641
"586",2025-05-09 23:54:20,-86.7105896,36.2675702
"587",2025-05-09 23:55:15,-86.722833,36.080547
"588",2025-05-09 23:59:55,-86.7095325,36.2786397
"589",2025-05-10 00:02:23,-86.7262793,36.0795492
"590",2025-05-10 00:03:29,-86.7525415,36.0815615
"591",2025-05-10 00:07:47,-86.7054168,36.2880504
"592",2025-05-10 00:09:56,-86.7438151,36.0778278
"593",2025-05-10 00:11:36,-86.7366082,36.1482458
"594",2025-05-10 00:21:18,-86.6831232,36.0929109
"595",2025-05-10 00:22:43,-86.704123,36.2896417
"596",2025-05-10 00:23:17,-86.6871776,36.0899694
"597",2025-05-10 00:31:26,-86.7188986,36.2639543
"598",2025-05-10 00:36:41,-86.7262793,36.0795492
"599",2025-05-10 00:37:20,-86.7318082,36.2649572
"600",2025-05-10 00:38:45,-86.757733,36.08142
"601",2025-05-10 00:51:59,-86.7058456,36.0841535
"602",2025-05-10 00:56:52,-86.7113857,36.2480575
"603",2025-05-10 01:03:44,-86.7555315,36.0855192
"604",2025-05-10 01:28:53,-86.6922071,36.0868391
